,0,1,normalized
487,blueguydotcom,January 2004,"[u'another', u'hp', u'depend', u'platform', u'get', u'push', u'hp', u'limit', u'already', u'fan', u'nissan', u'impress', u'size', u'vq', u'power', u'output', u'hp', u'per', u'liter', u'without', u'turbo', u'supercharger', u'impressive', u'engineer', u'anything', u'else', u'bmw', u'csl', u'put', u'hp', u'hybrids', u'display', u'even', u'better', u'get', u'torque', u'instantaneous', u'better', u'mileage', u'yummy', u'torque', u'instantly', u'mpg', u'call', u'heaven']"
488,chrisboth,January 2004,"[u'vq', u'bavaria', u'agree', u'vq', u'amaze', u'becasue', u'torque', u'low', u'rpm', u'low', u'current', u'bmw', u'g', u'coupe', u'torque', u'output', u'roughly', u'car', u'would', u'take', u'hang', u'together', u'imagine', u'hit', u'rpm', u'extra', u'k', u'start', u'make', u'sense', u'maybe', u'rest', u'us', u'buy', u'japanese', u'otherwise', u'affordable', u'car', u'lucky', u'vq', u'beaut', u'vtec', u'another', u'great', u'engine', u'look', u'metric', u'performance']"
489,pg48477,January 2004,"[u'good', u'car', u'let', u'carry', u'away', u'compare', u'bmw', u'bmw', u'better', u'every', u'way', u'include', u'engine', u'trany', u'suspension', u'tl', u'hp', u'per', u'litter', u'hp', u'per', u'litter', u'drive', u'feel', u'like', u'engine', u'die', u'rpm', u'want', u'want', u'experience', u'performance', u'rwd', u'high', u'speed', u'hand', u'tl', u'come', u'alive', u'ram', u'rpm', u'chrysler', u'make', u'difference']"
490,blueguydotcom,January 2004,"[u'honda', u'would', u'make', u'tl', u'rwd', u'car', u'guarantee', u'replace', u'bmw', u'butter', u'sweet', u'speed', u'manual', u'nice', u'honda', u'quality', u'even', u'think', u'pause', u'leave', u'bmw', u'lease', u'return', u'love', u'car', u'think', u'bmw', u'well', u'make', u'car']"
491,merc1,January 2004,"[u'read', u'thread', u'curious', u'know', u'reason', u'say', u'run', u'bmw', u'way', u'see', u'write', u'best', u'alternative', u'bmw', u'still', u'match', u'beat', u'bmw', u'everything', u'bmw', u'still', u'merely', u'competitive', u'even', u'less', u'power', u'say', u'longer', u'benchmark', u'mb', u'audi', u'jaguar', u'others', u'study', u'despite', u'fascination', u'german', u'car', u'coupe', u'strong', u'contender', u'next', u'car', u'interior', u'downright', u'cheap', u'class', u'car', u'whether', u'try', u'different', u'open', u'debate', u'still', u'mean', u'cheap', u'reason', u'bring', u'read', u'post', u'read', u'like', u'bmw', u'even', u'competition', u'thats', u'hardly', u'case']"
492,chrisboth,January 2004,"[u'drive', u'feel', u'like', u'engine', u'die', u'rpm', u'want', u'want', u'experience', u'performance', u'rwd', u'high', u'speed', u'tourque', u'peak', u'around', u'actually', u'drive', u'end', u'fun', u'around', u'look', u'curve', u'actually', u'drive', u'one', u'quite', u'apparent', u'let', u'forget', u'tl', u'v', u'g', u'mile', u'number', u'grand', u'wot', u'g', u'fast', u'bmw', u'make', u'better', u'car', u'bmw', u'bang', u'buck', u'exactly', u'say', u'go', u'another', u'drive', u'notice', u'almost', u'turbo', u'lag', u'rmp', u'thrust', u'honda', u'statement', u'quite', u'absurd', u'imo', u'thing', u'worth', u'bmw', u'money', u'may', u'pay', u'tl', u'hp', u'per', u'litter', u'hp', u'per', u'litter', u'drive', u'feel', u'like', u'engine', u'die', u'rpm', u'want', u'want', u'experience', u'performance', u'rwd', u'high', u'speed', u'hand', u'tl', u'come', u'alive', u'ram', u'rpm', u'chrysler', u'make', u'difference', u'take', u'look', u'torque', u'number', u'per', u'litre', u'wait', u'come', u'alive', u'thrust', u'pike', u'show', u'lead', u'say', u'longer', u'benchmark', u'mb', u'audi', u'jaguar', u'others', u'study', u'doubt', u'germans', u'ever', u'emulate', u'japanese', u'bad', u'many', u'reason', u'say', u'teh', u'benchmark', u'look', u'new', u'gs', u'lexus', u'show', u'detriot', u'show', u'believe', u'look', u'like', u'g', u'impact', u'next', u'generation', u'design', u'see', u'rear', u'quarter', u'may', u'get', u'number', u'look', u'design', u'reliablity', u'hell', u'dont', u'like', u'interior', u'much', u'love', u'willow', u'leather', u'titanium', u'wait', u'months', u'see', u'happen', u'benchmark', u'lose', u'first', u'timer', u'performance', u'smaller', u'cost', u'class', u'consider', u'anything', u'play', u'catch', u'ala', u'series', u'come', u'soon', u'g', u'competitive', u'price', u'much', u'difference', u'g', u'three', u'simply', u'argument', u'benchmark', u'yesterdays', u'hype', u'still', u'roll', u'powerful', u'market', u'intertia', u'great', u'g', u'owner', u'want', u'take', u'away', u'anyone', u'one', u'anymore', u'best', u'performance', u'number', u'something', u'else', u'besides', u'great', u'number', u'look', u'pay', u'sure', u'go', u'pay', u'bmw', u'price', u'think', u'people', u'like', u'germanic', u'intangible', u'get', u'volkswagen', u'chrysler', u'conjure', u'reliabillity', u'issue', u'seem', u'pervade', u'every', u'german', u'automaker', u'relentelessly', u'consistenly', u'see', u'bllueguys', u'comment', u'benchmark', u'overlook', u'comepitors', u'cross', u'shop', u'g', u'cross', u'shopppers', u'look', u'say', u'benchmark', u'g', u'strive', u'become', u'next', u'five', u'years', u'become', u'inline', u'honda', u'saab', u'price', u'size', u'matter', u'class', u'compare', u'audi', u'jag', u'could', u'stand', u'learn', u'someone', u'volkwagen', u'jag', u'better', u'ctsv', u'look', u'new', u'sherrif', u'town']"
493,kdshapiro,January 2004,"[u'caddy', u'better', u'ctsv', u'look', u'new', u'sherrif', u'town', u'well', u'aribtrarily', u'go', u'let', u'arbitrarily', u'go', u'watch', u'new', u'bmw', u'better', u'yet', u'let', u'go', u'enzo', u'glad', u'g', u'strive', u'like', u'philosophy', u'shoot', u'star', u'hit', u'moon']"
494,raher,January 2004,"[u'performance', u'acura', u'tl', u'audi', u'audi', u'bmw', u'cadillac', u'cadillac', u'infiniti', u'acceleration', u'sec', u'acceleration', u'sec', u'speed', u'mph', u'brake', u'feet', u'slalom', u'mph', u'data', u'edmunds', u'sedan', u'comparison', u'test', u'apologize', u'format', u'copy', u'paste', u'point', u'sometimes', u'get', u'overly', u'enthusiastic', u'start', u'quote', u'believe', u'true', u'term', u'performance', u'etc', u'fine', u'car', u'different', u'reason', u'buy', u'model', u'tl', u'stats', u'improve', u'tl', u'new', u'model', u'believe', u'consistent', u'model', u'run', u'motor', u'recent', u'edmunds', u'test', u'tl', u'mile', u'mile', u'know', u'almost', u'identical', u'tl', u'time', u'report', u'recent', u'comparison', u'show', u'fastest', u'time', u'find', u'different', u'review', u'car', u'different', u'mile', u'time', u'believe', u'explain', u'track', u'condition', u'tire', u'skill', u'individuals', u'drive', u'bottom', u'line', u'chrysler', u'think', u'throw', u'blanket', u'car', u'term', u'performance', u'straight', u'line', u'depend', u'wheel', u'guess', u'dispute', u'post', u'state', u'everyone', u'else', u'see', u'lead', u'g', u'really', u'interest', u'part', u'test', u'see', u'run', u'ft', u'slalom', u'course', u'edge', u'audi', u'mph', u'faster', u'others', u'last', u'know', u'make', u'change', u'suspension', u'tire', u'read', u'edmunds', u'test', u'tl', u'tl', u'go', u'mph', u'year', u'quite', u'improvement', u'mph', u'edmunds', u'say', u'one', u'fastest', u'car', u'ever', u'take', u'con', u'tl', u'owner', u'show', u'chrysler', u'perhaps', u'rhetoric', u'constantly', u'hear', u'rwd', u'much', u'better', u'handle', u'necessarily', u'true', u'look', u'forward', u'shoot', u'article', u'surely', u'come', u'auto', u'mags', u'least', u'frame', u'conversations', u'facts', u'data', u'away', u'opinion']"
495,kdshapiro,January 2004,"[u'raher', u'cite', u'example', u'car', u'improve', u'every', u'year', u'would', u'surprise', u'fwd', u'would', u'best', u'fwd', u'however', u'say', u'would', u'like', u'see', u'new', u'zhp', u'stack', u'sp', u'new', u'tl', u'comparo', u'chance', u'best', u'fwd', u'weight', u'belief', u'average', u'driver', u'get', u'fwd', u'rwd', u'rwd', u'driver', u'take', u'performance', u'class', u'extract', u'rwd', u'skilled', u'driver', u'extract', u'point', u'advantage', u'disadvantage']"
496,billyperks,January 2004,"[u'test', u'justice', u'type', u'compare', u'apples', u'type', u'automatic', u'bmw', u'g', u'row', u'gear', u'car', u'automatic', u'across', u'board', u'tl', u'would', u'hand', u'stand', u'car', u'try', u'make', u'serve']"
497,jrock65,January 2004,"[u'drive', u'feel', u'like', u'engine', u'die', u'rpm', u'want', u'want', u'experience', u'performance', u'rwd', u'high', u'speed', u'hand', u'tl', u'come', u'alive', u'ram', u'rpm', u'chrysler', u'make', u'difference', u'converse', u'would', u'come', u'alive', u'soon', u'press', u'gas', u'tl', u'feel', u'dead', u'ram', u'rpm', u'truly', u'agree', u'either', u'car', u'feel', u'dead']"
498,qbrozen,January 2004,"[u'belief', u'average', u'driver', u'get', u'fwd', u'rwd', u'rwd', u'driver', u'take', u'performance', u'class', u'extract', u'rwd', u'skilled', u'driver', u'extract', u'grand', u'prix', u'championships', u'would', u'tend', u'disagree', u'bmw', u'integras', u'always', u'fight', u'top', u'honor']"
499,kdshapiro,January 2004,"[u'actually', u'agree', u'light', u'hp', u'duty', u'class', u'one', u'advantage', u'fwd', u'horsepower', u'race', u'hp', u'front', u'wheel', u'sure', u'problem', u'rwd', u'talk', u'near', u'luxury', u'gp', u'world', u'near', u'luxury', u'street', u'legal', u'car', u'different', u'yes', u'car', u'like', u'mini', u'shine', u'certain', u'situations', u'due', u'overall', u'small', u'chassis', u'aid', u'fact', u'fwd', u'smaller', u'footprint', u'inhertently', u'hp', u'term', u'topic', u'stand', u'assertion', u'talk', u'near', u'luxury', u'sport', u'sedan']"
500,chrisboth,January 2004,"[u'bottom', u'line', u'chrysler', u'think', u'throw', u'blanket', u'car', u'term', u'performance', u'straight', u'line', u'every', u'comparison', u'ever', u'read', u'apples', u'apples', u'quarter', u'mile', u'go', u'g', u'say', u'alot', u'go', u'anyone', u'give', u'day', u'real', u'fun', u'purchase', u'decision', u'make', u'wind', u'well', u'past', u'mph', u'engine', u'platform', u'shine', u'seemingly', u'pull', u'away', u'competition', u'see', u'street', u'see', u'mags', u'g', u'pull', u'hard', u'leave', u'many', u'awe', u'gear', u'tl', u'owner', u'show', u'chrysler', u'perhaps', u'rhetoric', u'constantly', u'hear', u'rwd', u'much', u'better', u'handle', u'necessarily', u'true', u'instance', u'instance', u'many', u'still', u'great', u'since', u'quote', u'edmunds', u'quote', u'kds', u'enjoy', u'chrysler', u'truly', u'sporty', u'sedan', u'go', u'bmw', u'series', u'editor', u'cheef', u'test', u'new', u'tl', u'since', u'fwd', u'many', u'rwd', u'car', u'fine', u'folks', u'discern', u'sprts', u'sedan', u'drivers', u'avoid', u'include', u'drive', u'dynamics', u'serious', u'issue', u'book', u'rwd', u'cover', u'performance', u'base', u'fwd', u'compromise', u'reason', u'article', u'state', u'front', u'physical', u'laws', u'avoid', u'even', u'japansese', u'engineer', u'comment', u'edmunds', u'tl', u'great', u'long', u'dont', u'drive', u'honda', u'first', u'get', u'taste', u'platform', u'right', u'amount', u'power', u'great', u'reason', u'buy', u'acura', u'alot', u'g', u'without', u'sp', u'upgrade', u'compare', u'upgrade', u'still', u'take', u'chance', u'form', u'one', u'track', u'god', u'know', u'would', u'infiniti', u'form', u'let', u'see', u'performance', u'package', u'compare', u'someone', u'mention', u'g', u'shoot', u'star', u'dam', u'right', u'get', u'quickly', u'year', u'folks', u'series', u'long', u'keep', u'mind', u'pound', u'similarly', u'size', u'g', u'g', u'much', u'faster', u'equally', u'fast', u'wait', u'g', u'intangible', u'one', u'explain', u'supposedly', u'gremlins', u'oh', u'much', u'dough', u'propeller', u'thingy']"
501,raher,January 2004,"[u'main', u'point', u'post', u'emphasize', u'enthusiasm', u'car', u'often', u'cloud', u'reality', u'opinion', u'state', u'fact', u'edmunds', u'say', u'slalom', u'test', u'result', u'tl', u'good', u'fwd', u'say', u'one', u'fastest', u'ever', u'period', u'race', u'track', u'performance', u'one', u'previous', u'post', u'say', u'best', u'series', u'acura', u'battle', u'championships', u'scca', u'race', u'class', u'opinion', u'substitute', u'facts', u'state', u'test', u'see', u'win', u'mean', u'anything', u'unless', u'test', u'sure', u'come', u'top', u'test', u'tl', u'stand', u'original', u'throw', u'blanket', u'straight', u'line', u'performance', u'differences', u'second', u'gear', u'emphasize', u'torque', u'speed', u'versus', u'matter', u'measure', u'since', u'elapse', u'time', u'important', u'race', u'track', u'since', u'car', u'set', u'maximize', u'speed', u'within', u'confine', u'circuit', u'mph', u'top', u'speed', u'get', u'much', u'straight', u'allow', u'mph', u'top', u'know', u'great', u'car', u'would', u'buy', u'coupe', u'wife', u'could', u'live', u'two', u'doors', u'mean', u'end', u'sedan', u'however', u'keep', u'insist', u'post']"
502,kdshapiro,January 2004,"[u'chris', u'take', u'would', u'eager', u'evo', u'car', u'uncompromising', u'performance']"
503,danny1878,January 2004,"[u'quote', u'car', u'driver', u'magazine', u'preview', u'test', u'new', u'tl', u'estimate', u'time', u'six', u'second', u'secs', u'c', u'mile', u'accelaration', u'car', u'enginechris', u'right', u'go', u'anyone', u'anygiven', u'days', u'havent', u'see', u'lot', u'start', u'open', u'electric', u'spool', u'valve', u'start', u'rpm', u'translate', u'broader', u'torque', u'curve', u'significant', u'peak', u'quote', u'carguide', u'tl', u'new', u'data', u'available', u'many', u'hasnt', u'test', u'yet', u'let', u'cant', u'even', u'test', u'self', u'much', u'snow', u'cant', u'wait', u'dont', u'want', u'make', u'muddy', u'article', u'say', u'new', u'tl', u'tune', u'get', u'hp', u'true']"
504,chrisboth,January 2004,"[u'would', u'love', u'evo', u'years', u'ago', u'evo', u'comparable', u'would', u'make', u'sense', u'bring', u'board', u'assume', u'everyone', u'want', u'performance', u'entry', u'lux', u'sedan', u'suggest', u'performance', u'imprtant', u'right', u'class', u'pick', u'market', u'well', u'place', u'put', u'together', u'econo', u'box', u'im', u'dont', u'want', u'another', u'car', u'look', u'value', u'size', u'tortional', u'rigidity', u'price', u'class', u'without', u'tude', u'service', u'bullets', u'purchase', u'turn', u'great', u'deal', u'audi', u'everything', u'performance', u'oh', u'look', u'get', u'old', u'actually', u'make', u'chrysler', u'even', u'negotiate']"
505,billyperks,January 2004,"[u'insane', u'g', u'nothing', u'bmw', u'fan', u'one', u'monster', u'car', u'g', u'ca', u'even', u'get', u'past', u'weight', u'supreme', u'car', u'g']"
506,kdshapiro,January 2004,"[u'weight', u'weight', u'supreme', u'car', u'g', u'point']"
507,riez,January 2004,"[u'quote', u'figure', u'completely', u'mislead', u'situation', u'quote', u'actual', u'hp', u'realize', u'drive', u'wheel', u'tons', u'efficiency', u'losses', u'marques', u'model', u'better', u'interest', u'figure', u'drivewheel', u'drivewheel', u'entire', u'output', u'curve', u'base', u'drivewheel', u'result', u'tire', u'efficiency', u'gear', u'cd', u'would', u'interest', u'compare', u'bad', u'manufacturers', u'ever', u'quote', u'drivewheel', u'hp', u'anyone', u'get', u'dyno']"
508,danny1878,January 2004,"[u'agree', u'billyperks', u'dont', u'agree', u'g', u'ca', u'even', u'past', u'people', u'car', u'faster', u'others', u'eventhou', u'car', u'like', u'friend', u'modify', u'exhaust', u'intake', u'etc', u'vs', u'ford', u'ford', u'top', u'speed', u'rsult', u'different', u'hardly', u'achieve', u'street', u'drive', u'result', u'ticket', u'iowa', u'state', u'police', u'ford', u'many', u'passenger', u'also', u'make', u'difference', u'test']"
509,chrisboth,January 2004,"[u'bmw', u'fan', u'one', u'monster', u'car', u'g', u'ca', u'even', u'get', u'past', u'great', u'let', u'agree', u'far', u'actual', u'performance', u'need', u'realize', u'g', u'outperform', u'many', u'others', u'well', u'far', u'comment', u'must', u'read', u'back', u'far', u'even', u'owners', u'concede', u'much', u'performance', u'hang', u'thier', u'hat', u'intangible', u'bmw', u'best', u'drive', u'machine', u'stuff', u'admit', u'things', u'like', u'yeah', u'g', u'faster', u'go', u'get', u'evo', u'want', u'fast', u'puleeeeze', u'think', u'acura', u'faster', u'auto', u'rather', u'good', u'value', u'want', u'car', u'performance', u'almost', u'offer', u'context', u'lastest', u'competition', u'infinit', u'acura']"
510,chrisboth,January 2004,"[u'hey', u'everybody', u'upgrade', u'thier', u'motor', u'someone', u'class', u'behind', u'keep', u'ahp', u'war', u'everyone', u'add', u'displacement', u'think', u'go', u'value', u'kd', u'add', u'litres', u'instead', u'something', u'intangible', u'let', u'forget', u'comparable', u'price', u'near', u'still', u'compare']"
